,from,to,filename,start_location,end_location,distance,polyline
70,20,29,Puebla-Puebla+Veracruz-Xalapa,"(19.040034, -98.2630052)","(19.5420462, -96.9199274)",188909,{wesB``wvQc@qAwA{BlAoDzBwFhFaLzEiBhLz@~M|l@q@dKsBdC{DfE~BjGlViAdTmArOeFze@iStZgDrL{DbSwMtJoA~^vApHeBdFqG|Yia@|HgU\{MPaHhGeOtTue@xNgY`CuLb\wt@bHgTFkQnB{I~V{XfHqSzGyj@cGkm@gO_U}X{LgEuHCsd@MgV}BcGgf@}e@_e@cd@ipAckAuUqJe^_IeHaMTcJnGoNJ}L{EqJi]gMmc@cUiGaG{HmQgJiM_a@{`@uIsCwKc@y`@yCuXgBc]iCwSyEkEoDcA{KsAwQqGoFyQmIi@cGfA{KdEka@tGyk@dLuaAfEcTi@qIqDmGwNwJ_V_Ocg@o^me@wg@_}BeeCqbBsmBwyAo{AqlAiiAk}D{uDo`AeaAokAayAq_@i_@gl@}e@ui@_d@yd@ys@oq@mnAe^uk@okAgaBsa@qk@e^{p@ex@acBgQ__@kSkYik@{d@_kAu_A_t@al@}XiU}Vo[aSoZ_Zcc@}kBwoC}e@um@ky@_eA_`@sl@g\qn@qPwWsMgKucAei@aI{GsGgPm@{IaBs\mCsLiJmIs\sQcJiKwQo^yIuXcB_X_FcMeFyEaGyKwCgTsFaHcJ{HkCuKSeLcD_JuTkRkPgCwIsEyCiNIsJyJ}Tt@sSbA_LuHy[_Xuc@yZsc@g_A_tAkyA{gCq`AaxA}s@qdA{h@{i@sdAs~@op@ix@gXe^mLmXuSoyAqDkjAiCwXuKaVgOkW{GsT{A{MmCu]cFk_A_Lcu@go@m{CuLqn@gD{f@gIezAqDun@yFa^qa@u|A{Skw@ue@{nB_vAuaG}k@{xBkx@{wBm^y`A{a@c{@esBkdEqfC{eFyFuQcA{QJk{@o@_x@{Di\sKkz@wJmaAiFyy@{A{xA?sa@fBa{@zCqXMgT_C_`@`DoZ|I{e@vFu[vByLd@cY{@oNl@}LhN_U|I_MfC{I_@qKmEcIeR{OgB}HAg[wB}M_Oo`@]{N`FaOpUgPjDyEbAiKeB{HqFcFiHiA}OnA_Pv@aKeAkYaR_WsW_FwLkM_o@t@kUfQ}^hByHAoUvEgMvS}EpFkKsBcKeHmDwN{AgF}@mFmGQ_HbE{IpT_Y`b@gLpWmQnMyBtJ~B`LL~KcElZkSdH}GdAaJnC}ItNmKpKgE|U_B`IsCzK{NpCoT`BiMtHmItCsHjB_GhFoCvOuZ|U{h@bIaHtOwGd^sYhY}B|YRd]`BfVwErI{H|HsXvP}f@bMyGlGy@tC`JbFiC|GsFtCB`HzIjHbA~N~JfI~I
71,20,28,Puebla-Puebla+Tlaxcala-Tlaxcala,"(19.040034, -98.2630052)","(19.4167799, -98.4471055)",64942,{wesB``wvQs@g@Ni@CCoBaAYv@gAhCSh@sBfFy@|BcDjIwGzPq@dBc@nA]dAo@WQDSb@c@dBwAfKYpAcAjAgHzEmBnAmEjBy@GmE_ACbDEjDsBp@gBh@cBh@yCX_@H{BR_EJ{DQyFw@oD}@wEeAoE_@ePTkPwByJkA_D?yEhAiAl@gB~AuAxBiAdGmBfQu@vGq@lC_AlBwDrDaInD}O`HoFjBsDRsAEqCa@qHeCyYyJiMmEcHiBqW_@aWSgEm@sE}B}TmOgFuB{d@oNqc@_NwSqGkIwBoFKgIbAmHz@}EEsB]uGuB}O}EaRgGmAeBMu@BaAb@{@~Ae@nA\h@x@Lr@k@lBgDtDsIpIwF|Fk@j@cCnDsDhEsVlVkq@hq@oFxEuGjE_[dRox@vf@eCnBcFtF}Q~UaYn^ib@~i@ypAvbBwtDd|EkUzYqNfRcF~FwGrGe\vZ}BpBaBt@}EnAgF`EsA`Bu@hCeDfFqMjMeEvDoWdVaMlLqErEqAbBgBpDkCfJoBxJ{DnRqBpJwArHu@nE{AnFaBjIg@jAe@rAwB|DiMhQ}GhJwAzAqBhAsBn@_CV_FBuDImCw@u@_@{@mA_BqBoNeRgKaNmCqBkDgB}GkBiRiDkM}BgGu@aIg@{f@u@mHIeRu@}Fa@s@mALq@v@_@j@LjCjDvHzK`Tb[jCfElEvF|G|JRCPYBk@gAcGcJma@yAyFqBeJqBkJeAcGoHm[kAaFqCoIaAmAw@_@iRcCcVaDeH{AgHeCoEmAc@Hc@Fo@KmB}BkKsDoAa@Y@uLHiUGgC\oBs@_Gc@}EF_BGYd@gCjI{AxFiBrGmDxLeGzTeIl^cLxg@uEhSaAfCcCzBeErA}RZ}KPqAPsD~AsDpDmChDiBrEeG`UmAbCyBtBeClAsB|AuBjCcDhK_AjEe@fEcAlHoBhFyElG{JtLiIhJeFpCuD|@}b@lF_N~A_EAuOs@mESaBHwB`@_EjBcCx@sDAoQ{@gBJ_Aj@U\WzARrAp@|@xCnA`BnAp@dBH~@I|JLvB\h@`E`BfWlJdFnBhNrG|@r@lBlCzGvIjA~B{FToBDgDp@iJzCqGhAkBt@qJxHyE`EkKGa`@o@aHQ}BYoKgCaIz@uEt@qBLsAWeDgD{DeEeDeEo@gBMq@cBmCeBiB]{@MsCFiIRqH]uEq@gDeGmF_CmBs@SgAKcAScGqEyB}AgBk@{NaCa@MiEoCgHaFiFoGiEoFeGiDsJuBiFo@uFK{EJ{MnAiAIy@_@iBgCqAqBg@bB{CnKy@xC
72,20,6,Puebla-Puebla+Ciudad de México-Mexico City,"(19.040034, -98.2630052)","(19.39068, -99.2836971)",148110,{wesB``wvQc@qAmCM{ArDmDdJ{Lf[q@dBqB|BiAnCwAfKeKxJ{HzDy@GmE_ACbDEjDsBp@aOjCeX{BgLeBePTkPwByOkAcHvBgG~MuGza@yNbJ}O`HcL~BeFg@kc@_OmVwHqW_@aWS{KkDe\cS{d@oNubAiZwPv@kOt@iKsC_c@eN{A{Cf@}BnDGv@lBgPtRoi@pk@kq@hq@ek@j_@u|@fj@aYt]k|@niAypAvbBwtDd|Eal@bu@}d@jc@}LvF{HbH{EpJwSbSqe@rc@kKhN{F`VmH`^iFrViCvKoY`d@_Xj_@gWpb@g`@~gAms@dyAu`BveDco@jhA}m@jfA}Rh]yJ`Yob@dcB_d@phBsTr|@iBnIXhJ`FrOIbSaE|]lJxm@aCxOwMrNuUdR{GdLD~JoChKyXjq@q@nSxAd_@ThQ{BzEoL~Le@rTp@pu@]rDwEzGeMfGqDbHAzF|KvUtCnv@rH|P|ClO[hKqFbPoGvORdMxIxYzPn^lKrB`YgMtLtA|MjSOdT_CtI`@zGtDrFtMlFpLlNvE~ZoFbTdKtZPhI{B`FmLpDyGr@gFxDmFd_@]tKpOn`@bHhPvEjGxHhDtSdGtK|FtQdLbY~DzEdIo@`N~@vLqBnM?`KrCdFdMtIlAbO\~FzDbGtJhBzXZjF_@nIqFzLi@bEjCrBbGgA|J}HjF_QvBwJlRuKzIuAbKxAtF`JvF|NtClBjBhWnv@rH|TTjHsAbEeGhEwLr@iHzD{BzGj@rHrF`Oq@bLnAbTkB|NyLbEcHt@}LjAqO|@yGvCkOx@}FjDsBzItCz[}Izp@]vUrD|Rdm@huAlY`u@zPvp@bp@trDfK|m@hCtr@dH~cCnAj^UnGaIxNywA|gB_xAlhBozAfkBsT`UyOjI_UnRoc@le@i^``@wNfTeAzKwD|HoG~GeR`Zqz@pnA}_@ll@maAzqB_{Ad_D_X`j@aBxD\~CzFnE~@`J{AzS}Ffw@{Bb[hAdJfSp~A~Axf@nGlk@`DfTsAvm@gBjgAAvg@jGd]bQlw@|Gd\kAzFkC|Gi@hMk@dZu@lFkB`AeLxEgDi@g@hNjCvm@nF|VdCzTvCbk@rEvKbNrh@jF|ULvSpDva@jG~Tx@`NpGxC`FEzKxEnFnJvBfIeArIfGrM`RrXbT~_@pS|VbG`OpBjRlDjDL`DbAhJfD\rIyBnIlAhMzLrGhJpDl]iNLyBhAcKcBuF]yJmHqErLqBvAc@`Dv@xK|@dEsJQeDEMfHiHLeGl@wY_GcUwDeETsCz@_BEgGRQB
73,20,16,Puebla-Puebla+Morelos-Cuernavaca,"(19.040034, -98.2630052)","(18.9318783, -99.2755844)",163172,{wesB``wvQc@qAwA{BlAoDzBwFhFaLzEiBhXwIrx@_YtUkHhMnAjXje@ze@l|@raAxiBxn@lkAvOdZjHbUrGnp@z@d`@lRpb@bO|Vb@`{A~Dzr@y@hc@dAlb@`J`^`h@h`@daAdg@zs@db@`cAtm@RjDiOdVqElP}LrwAmEnj@kPrmBlBnOlc@t\b^fVtFnIbWxcBxH~g@l@b^lIhO|SfEznBlo@r_A`\vj@lW|xAlq@jSfOxVtW|oAtrAnk@nm@pg@~oA|gA`sDyCzhAkCdu@zCbSlm@heAdL`ZdPbpCvNn_EfAlk@aGxXm`@vl@hB~R`NtRvHbKxSjGlHzFzDdJhHxQtNtMbn@z]`S|UlO`T`Z`\tYbc@fSrYbVlKxTzJtb@tN~^pJ`w@nMznAjiA~ZzW`c@lWfa@|NtZhF|ObJ|X`IpPlA|r@_I|DtCnAzGm]fn@sa@lt@cZn_AsVpr@gi@zb@{NpNqt@zjBayA`sDyGbUgHvaAqd@~yAcLxRyTbDi[r`@}OdD}LbFwY~Ze_@lQgVfUgPvS{IrPgnAgAwm@~Jal@fZmb@^ck@pHkW|G{i@rg@cXf`@yhEtwD__BtpAqOlOsJ~Og[`\{SbVaMbYwItUwo@r~AanAvvAkApSuK|S{AhJ~B`LNzK_DvFcGvB_Nv@iPdO}ErFqC|SLxL`DxMyA|H{RfLsMn@_FdEcBfLuGfJmHXyWwC}HuCoGb@yGfLaApNuFpG}KzBoFrKoAfOiN~OkMnIiAjKbGjQAvEoDtGkKnFwFlFRxKhBzKbBfUuQhZs@bVgIzDoK[yH~FQxRqFhH{JhGuFl\mMxMqK`CwGxA}GhKeDdFgG`BuT`AyFxDwApFuBrQoD`PqHbMuEfYuDtKsDdWShJvC|TuBdXjCn^k@xPsCfKXlKhA`[jChVfHpRzMhi@vVve@`TvPzKn]~[rXxI|UpYz_@hLbSdCba@Qbe@tIlXtGtBhRfA`HpGfB|JnA`YxGdEjENbJ_G~B{@tA~BvAfH`Ovd@v@Aj|A{KbBtJs@|G|Lz@tYmCpJ|ApMnCjMcA`H{BzIfFsCjFaClOkFpDwJfKaAdDETFHk@|A}MdQsKpQ{MjOsJ~FaQ`IQ`LcSfTs`@nY_^~VeKbMmDnDAtGStDmEpEgHfKqC`EpDgCbSiKvA|A_C`FhA|AzEgBlJwIfEmEbCpBtIcBfPcDoFPzDcFlMaDzA{CdI_DhC|@bHi@nJgF~VuPpYiJxH_GnLyN|SwOdEcCfAl@@f@c@fAjCvA]lCJ@
74,20,11,Puebla-Puebla+Guerrero-Chilpancingo,"(19.040034, -98.2630052)","(17.5477072, -99.5324348)",279212,{wesB``wvQlAuRdMkOhXwIrx@_Y~c@{Ef_AxbBpkCpgFnItqApb@nz@hDfsDdAlb@`J`^`h@h`@daAdg@zs@db@tcA`s@{Urg@kSbcCkPrmBlBnOlc@t\xe@v`@bWxcBfJbgAlIhO|SfEznBlo@heE|fBb|Br{Bnk@nm@pg@~oA|gA`sDyCzhANhiArz@j`BdPbpCvNn_EyDfeAm`@vl@jQtf@p]nSrWzd@x}@pl@fyAdlBjj@`f@nx@pZ`wA`YznAjiAhaBf`ApeAn[bfAeGxZnUzCzNq[tkAeFnjA}[~`A~Hh{@zfBrxA`iBlpA`^dm@`Adr@_I~lCyBxs@mM`h@oTlUmStTu\zgAXvYbb@tx@h[lt@_@rc@bG|k@p[th@p\heBngAtyCsAbyAaGl|AuMtk@ke@pt@wn@ps@ed@`gAkIhgAOfZbWb{@hXte@tPdx@gCzo@v]rrBrMdUb`@|LlfBnH|mByg@zYnL`Txj@vIjg@aCnf@`Nzg@h`@dt@zg@nWnvAd_Al}@p}AvOxdBz@v[uQ|p@pT|PvIcF`F_a@tVqg@p]ga@zn@}]l|A}ZxqA{h@bx@yGhkAkW|q@yn@pr@_R|{@{h@tn@iSzi@n@hn@jIll@`Hd`@Qhc@pLxYzKt\_Grt@}Rxv@}F~e@iA`l@kM~iA|[zqAlg@jj@oCtl@bLp|@db@|lAz_@`_Atf@xm@dP~c@w@ta@iGvl@nQxuA`h@jgAwUpa@oBhh@le@xg@dPfm@{Ebq@l@d`AfNzc@xDjh@_LlxAit@lbAcOpc@dBxe@l_@~}AdL`cArBvsAmW|aAVzsAeXx]bAlh@`Vtg@h_@jUrt@xUd[jt@zLp_@pExXhf@ji@z{@pfAr`@vcAdhAn}Ana@`_BbfAvbAhwAha@v_A~`@vi@jq@~i@|l@v|A|j@jr@~q@di@jn@zz@vIfq@nJbOjPpAr^gHp[jR~h@vSv{@yBfd@zn@~[hInn@fMvc@n[|Zda@pp@~BzbAvWde@l^xPnHtWuC`a@xErPmFfMhGgO`b@aZx`@kHf]tMj]dgAx_Bda@|g@b\rLz_Av_@t_BlgAvc@tm@~Qvf@nj@lTh{@uSpgAuM`XdCpUjRfd@h`@pk@CnUi@nWpQdYdXdc@~_@ju@jAnd@hc@dR~KhYMzgAgKlh@kJ|WyUlNe`@th@}Mbv@bIvm@D~\nStk@ji@to@{Fxb@uBh^r`@vt@jl@jm@jVp[qMt^j@r_Ab@jgD{j@haCcVkBvMzEnNzK~_@qErQeVjL`T`z@
75,20,19,Puebla-Puebla+Oaxaca-Oaxaca,"(19.040034, -98.2630052)","(17.0812951, -96.770751)",353363,{wesB``wvQlAuRdMkOhLz@~M|l@eDjO{@rMf|@}JdoAm^bSwMtj@Ftj@am@vRk}@ph@smAb\wt@zKoq@f`@mm@zGyj@cGkm@ei@{b@wIumAq}CewC{t@qToGeXzGm\shA}n@m~@uiAydC}WuRsk@yQmI\_TzMenAjYghCzg@y~DznAimGrnBgvHbvEypShuFqyU`bDasKdfA}bDz_CyiEr`HmgMxdAomBbOsr@tDul@zcCmGpyBoIhfDif@dhF_y@dbEsbA|mAiJ|\_Bvb@gRzw@Qrk@yYjo@~Yz\tHpZxMra@zBrc@bZbs@f|@~gBwH`}Aaj@nn@qNdl@_Bz|AsEldAmMd_Cce@njBWbsCfLvVuH~_BosAjnBa_Bz{BqnAzy@in@~eAcyBb`Aq_Bj|Bkp@v|BkWhe@bLnlB~v@dm@cWvhAop@jdB_rAbnBgqBztB_tBdgEa_BfeAkm@xjB{`@fdA{WvPwOpZkChk@}Xpb@qc@pMwLnO`DfWf\]tYxJbNxBpx@gB|XxIzZaBxO_LrP|OnXgHdZ|UnKhXHnKnf@j]j^h^zTjOvHkA~R|D|PzSnCzYlh@tl@tW|n@rMjV}g@xa@pDpl@tNdQtl@dJdT~PtDzs@fIzlAdDdYbIzU{Bju@eX`c@pMzdAuTpSaItPxCxo@h^xo@lOrxAyElk@qFx^nCvj@vRzsAm@vhAaOvvBtRxaBr[`gBze@beA~XvuBxUrgBhKtoCkk@nsDik@bcEmk@p_C_Pjq@iRhr@|BzhBv[jaAtUrw@x@~~Aob@bfAkNfYiQpb@as@rRkIbXbCpm@oW|iAwKjUuWfa@cFvYwOn]gAfb@{X|l@gCb]oCj`@kWfbAqj@bq@_t@`c@s{@niAmb@bkAqq@byAacA~jBiw@vy@oJliBsC`_A_MnjA}m@zxAg|Aj^}lA|cAmpB~~AulBtPkiAzOgWze@_`@za@eu@d_AmrAz\ieAa@ws@n\so@nOar@jYar@xEmu@lNiQpc@eU~MgZxKshAxOuUpFyi@jOiQno@eFpcAeP~Y_TrLgi@hP{OdCaYjRiOfSsEdf@si@ho@mXxLe~@nj@gs@x\kqAfg@a~@ic@k`Brd@otAeWam@KoXlf@qpAbm@{x@fcBmbC~kAkUxaAef@lx@qo@nZ}w@d{@se@r`AsTfwAiNjy@mn@~fAy^xo@o_At|@gn@j@qaBiLyxBI{Y`XcNl`Aa_@fc@q\b\}UlXb\dWgJtRsQnw@{Z`Te@lu@aZjRxg@lJjFDtIp@pMxR`FdB|M
76,21,23,Querétaro-Querétaro+San Luis Potosí-San Luis Potosí,"(20.6121228, -100.4802572)","(22.1127046, -101.0261095)",219089,{xx|Bb`hdRtB[~MgBd@fCTpAb@|BsAdAOv@dClIp@zKfE|InBdFhB~JV|CgF`@eNxBke@dMm~@fRwn@lKoe@hEwy@tHoE~BkKj[gQfy@iEpMkDtAeLo@sW{[iQ{HuQeTaRiGsHGaNzByJ{AwKmMgL_FqJuBaKuDoFqGwQkX}D}IcNe]Ama@{DsJoX{Lyd@gRmH{BuH]{HlA_MvFgLXcHgF{JqEqKZwEqA}D_FiMw[qIyLaI{AkVyAeFnAmCpC}ArPcBjEcGl@qAu@sAqEsCaQkDkTuEoFuKeAgGs@qDsCuJqLcJyI_e@mWgRwLoIsd@wDcRiBqBcJ}B_UhHiMrGok@|ZgIfCaSz@s^vAkVKcl@uSwLw@kZvA}h@tAq_A_@{QaD{^mOi~Bm`AidBgs@{jCcdAeZ{Lop@uZch@cTiHyAocCfp@eqGngBk{E~rAs`Bld@sT`HkGtF_uAbdBgbBlsBk|Dz}Ec|@`gAuItImY~MejAdi@_fBxx@eyBtcAyRtF}y@tJooBhUybCdYy{Dpd@qtJfiA{jA`NkOfDuKrKguAdaBu|@`eAo_EzyE_pBh_Cw_@zOg~@~\uqBlu@eu@tTqeAdXysAl]iiErgAeiGj_BceDxzA{JVgQeEoOuDcJF}LrGeKtBi_@qAag@jEm|@`IsPjD{MnFkKpC{HUoPwCoMc@sdA`PwJr@ePeDiSaI}IqMov@w{BeO{c@sI}NeeAud@c{B}e@oSqMkMoK}}AcqAkjAg`AiLmIsIkBuJLkp@lQwWlFkYKybBk@_uBm@_QTyLjFqb@|g@eo@xv@kN|W{]td@mElFiE~AkIImGmCwLaMcJqE}Qa@y`@e@{LbA{GnGcLzW_O`^iFfHog@lXyf@~Da|@PkRnBsSbJgMjIgp@zm@{t@dr@ox@vu@uuAhqA_aAv}@}IvN}BvHaFdXqDbL_JlIsr@|c@e[tF_e@fE}oDf\agAjKeRtGc|@b`@m~@fa@_`CheAc}ErwBolDb}AknGfrCq_@dRcNzPmr@zkAwg@rz@eP|V_Ac@h@_B~RvN`QvMrWvIlGxCfClD~Snl@ba@xhArXb_@fAdGiFnUyD~LmRll@g`@zkAqQjj@{AnLsAhV}Etc@\bGdEzJwGtPwAtCk^zs@iU~c@qOf[_DfJm@jJo@~WmAjGgI|HiA`@a@tAjB~@bDYpLvBtDnEhGjKrCdCvBUtAmB}@cEh@{BbEcChPyOfCy@ZwAtLcGdCaFTkGhBwDbCqEhDm@hAdBjBDPNbG|BfBvARsD
77,21,10,Querétaro-Querétaro+Guanajuato-Guanajuato,"(20.6121228, -100.4802572)","(21.0251069, -101.2753897)",141775,{xx|Bb`hdRtB[~MgBd@fCTpAb@|BsAdAOv@^~BdAxA^rBHnFf@jDfE|Ib@tDjAn@d@p@ZtBf@vEV|C?l@JzBtB\~GQ|EqAfLqDfXaBjLoAbIgApKoCfj@ePhR{DtRkKrFeCdCSnFz@lCInCqB~EuGr@c@`AFr@bBhBdN|ObzAnSprBnQ||Abg@bvEtAxL`DtRhi@rwAzw@zuBd_@fcAlAlGx@lTLfnAPzgBNpgAFtn@gArPcJbm@mPdgAgD|Uf@hLrLhzApCp]n@`N]~CqHfQsJpSuKvUuTbg@aDhReGvi@sEhV_F|SsSn|@mEhViH|wAeHhxAyWfoFgAvSuCpWeHvm@aSzgB}Wb`C{KzaAsF`|@{OtoCoOdjCeLlsD}Ahe@{Efs@eOhtBeThwCeCj^YnVqA~~AaBlvBuAveBwBlhCyAfxAi@zFgBfF}EnIeF~G_GlAgCXif@|Ju}Al_@m_@~Icd@tKuQnF}HfFgCtCqTx`@i`@bu@kdAjoBmTpa@aObXuObUaPhUuNpSie@vp@q_@xi@}i@|v@}ElHmIhReDzI{M`^gIrT_[dz@a_@bbAcSbi@cIxOqJfIqCjBqRbMiYxQen@`a@iWbQaJ~Ks`@ny@et@~zAqHfS}BjJ}CnQ{Ljr@oEbUuBhDsDtBiG~ByEL_g@mGct@cKuGFuHnAcIZeD_@iJkC_o@wTciAu_@uViEmMaByz@uKcc@}E{[_F{_CgZwDQeGt@{X|G{N`FiG`E}_@hXoJ|CgQfFgJzE_EbDoOrP}SnN_v@vbAyc@|l@wEpBgMt@uYkF{kBa`@cv@mM}LcFiJeG}AqDaBgHd@qE?uDoB}BcO_GaHmBoYkIs^iKaEsCgGcLeMsKgJcIgHmJ}EyHgFoC{ACsPi@gGlAeIvByA|B_BbGsAUcE{FiIw@gEnBg@N{@[MeA|A_Ep@cC}BwEsDkJmBaAwEE{I}AoHgB{Im@wG|@mVrDkGwAoS}H}EyEsD}DaE}B}O{MgDeEbAuFa@gCoGyEuEqDeAiDMsLwFeHwEkEsKwH}BcCYoCTuA~DrAb@Dd@wAoC{KqBiDkJ{HmIkICa@u@YgEByEeC{FuCwHEqA{CoBmKg@YsBZaAG[m@iEgD_B_AsBMcIAaEp@mKmBsAcAeEmHYgFCyCy@wDiBkC_Fs@eD}@mEoCgCOgByAsCuE{AYkCh@b@|BXp@Tl@a@DOBWAaBc@{BPwErB_GuDk@yAMoC_BAUJQXYU_@{@uBPi@f@mCnAgDvEG|@
78,21,14,Querétaro-Querétaro+México-Toluca,"(20.6121228, -100.4802572)","(19.294109, -99.666233)",212426,{xx|Bb`hdRtB[dO^x@nEcB|BvDhVvHbQ`C|O`CfE|NcBzr@cJ|`A}V~e@gQnNuG`KF`XhDlKvC{Dt@yJoQwDgIk@uQsB_o@kF}TkQumCoBa`D]wz@|CySjAaBxF_SeAmLsGui@}Imu@aR{|AoFib@gKoa@cMkFaImWlCm`@rD_G`LoDbVg@jQ_TfPsh@nM}aA~PqpAOacAsFk[i@ec@}Bc_DDi[hTug@rVek@h^ohBp^eu@zgDu}FncB{fCr]}dAr{AmuB~t@icAlWoRroAez@dzBoxC|p@cw@na@w[bg@qu@xwBodCxh@_m@tp@i`@zd@qYjl@wd@fPu]R_a@nh@ccBjQac@nUeNtH{i@`FqJfUeOr`@a]p]gm@rg@gv@js@mh@j_@mNbQeEdp@wB`y@bFbZEzO}C|v@mHtfAiIhl@kGlKsUn]mS|\}JtpAa|@xMyEj[}Ahd@cC~TqVbSaV~Xg[|WeO~W[hOlSrKxLzKhElFEhUaQbnA}bA`d@a_@pVaM|kBqf@ft@mRtx@_MfdCce@pHYzEpD|HvMjIbMhK`Dd]eLrVaOfLyDff@_Ar_@m@rt@pKjXbCl`@_T`[}B~m@rDnZvK|Vj@fWgJb\bMtH|i@nL|SrJdHnArHvB`NnFbD|K]jOaG~Ge@|IjH|MdNtM}A~I_NnL_GvLcAjFvF`GxJdMm@~NySfLqAbRxFxa@tJ|UoMj^}M|JcH~R@nRmClGmMfK{@`RxBrOWpHaIvGmWtF?jDbI|F_AzVkf@CuWvKoUb]e]nTsFb|A}^vnAo@v\GlObFnsAze@df@zOb`@u@xg@vFf^tFpSlJxNjSnMfAjO~BzNeBhQfAlYyG`K}PbK_A~y@mBjd@lK|EhSfOla@vDzPtBpUaDv[zC~MnEfBxh@aZpZUzO_I`JqOlk@h@jm@vDdP|GtHcHrIaVzHoLbHKnRvIx\w@vMrBjaBik@~qB{s@`}@o[ri@qRtu@cQdUcHt_Ayj@buA{y@rvB_pApvCgfB~oAgv@bPuJrX_G`~@kNzxAyTfvCed@pl@qIzV{GhE_LbOeYlf@mFx]|Bh[lAvMkEdc@wRbh@m^t]_Shg@eKfm@qKzg@w^fl@ye@nnAhO|NJlZoHr}@cG`l@bE~l@}[fu@cExuC_Oxf@yEnTeHnw@uVl|Bms@b_A}\zZwFt`B{lAhkEsgDnaC}jBdXeQlKsE`N[~P`AdL{F`NxH~JxTD`OeKfQmJzBqKtYe@`^pG~BtG{FxErB_A`Pc@rGYdHdBuGhEiGdC_FdLW
79,21,6,Querétaro-Querétaro+Ciudad de México-Mexico City,"(20.6121228, -100.4802572)","(19.39068, -99.2836971)",235124,{xx|Bb`hdRtB[dO^x@nEcB|BvDhVvHbQ`C|O`CfE|NcBzr@cJ|`A}V~e@gQnNuG`KF`XhDlKvC{Dt@yJoQwDgIk@uQsB_o@kF}TkQumCoBa`D]wz@|CySjAaBxF_SeAmLsGui@}Imu@aR{|AoFib@gKoa@cMkFcGkJ}@aLlCm`@rD_G`LoDbVg@jQ_TfNaZ~@qMnM}aA~PqpAOacAsFk[i@ec@}Bc_DDi[hTug@rVek@h^ohBp^eu@zgDu}FncB{fCr]}dAr{AmuB~t@icAlWoRroAez@dzBoxCb`@sh@xOoMna@w[bg@qu@xwBodCxh@_m@tp@i`@zd@qYf^sUbMcNfPu]R_a@nh@ccBjQac@nUeNtH{i@`FqJfUeOr`@a]p]gm@rg@gv@js@mh@j_@mNbQeEdp@wB`y@bFbZErR_F`Tq]p^qw@`d@{_A|a@geAxbBmbG`nH}rJ~o@wz@fXmThg@q`@ddDgiCvmB_cBdp@ql@tlAwa@jZaKhl@{Wlm@yx@hOgYnL_c@hFcMxVePrViP|Yc[na@{c@tSo~@dWk{AnLsz@gBuVwG}y@iEij@dAgS~Eo^r^si@rb@is@jMmRrPoErJcJ|Ya\fP_Nfa@y]bYgVbUmWdq@caCtf@cfBjPek@jZgo@v]aq@vfAusBlo@_oAfMqn@r\qmBv^ouBfJsXfUeKjm@kRdYak@lVgNbP}ThRgP`DqKzFoZdO}Szg@gmAvU{o@nc@}Vr[mT~WqLfM_Vt]u[dZ{X|Wmc@na@}w@vG_H|PgKb`@l@|ZyNb_@yPla@sHrXaB`{@a[jRaKpIuNpHeSlA_P~@sa@fKsTvD{R|KaUu@_WhFiSjBc`@nI_WhDg]lQoYnr@sl@vq@gl@vo@cqBpSgh@vm@mf@bsAie@v`Awf@h`Bs_Ab|BqUfpIcx@`nJwz@jk@iDrC`CzCrXp@zZ|DlWju@l_Ax_@lc@bi@xg@nP|Wt[`_@tv@xw@tUp\h^xw@`LtRhVfJl]~IpWTrMFxX`Gdx@bc@xM~Cn[m@vc@k@zS|Czr@nKvf@jI~UhLbQnPhr@jl@da@fTz[v\bRxWj\bLz`@zGzYrKzb@xNfWu@`j@kOxnAwSdlA{y@z^mFt_@Jjj@_MnLhDdU`UhNfCnWmHz_@yMnQEnXfEdZuBlUw@mJqRgJcd@|AwQjKaRnLeAzHoHdYkBhP`E`MrBp@gECaDrH}AlUyGhOpCzIzAqGfLKdIdBlIeDv@_JOMfHgEHoEDqCd@yOoCmWiGyD]oMrAcIT
