,from,to,filename,start_location,end_location,distance,polyline
20,6,14,Ciudad de México-Mexico City+México-Toluca,"(19.39068, -99.2836971)","(19.294109, -99.666233)",54379,{fjuBji~|QdBa@tABvCFbD\TuAbBKpCMXA|@HbABfBl@`E~@hXdGfCh@lB^DM@Cl@_@pDItGIzKB|GL~CX|E\dDLbAVdMxFbDn@hB^fAj@z@n@zA}@`AKzAHjA?v@KlBc@v@K^RvAhB^j@N\HPZ?ZAL@b@TZRPDPAzDnBhGfDnMzGfAl@dDhC~KdK~HpHtAbCj@dBbCpOdCdPv@tFBrAEtMHhBf@`B~@hAv@d@hAZz@FdBGxK_@x@@|@BnDf@|Gd@nAb@r@f@t@hAz@~B`AjB|@dAvAdAbAd@jCn@nCPjGt@vIlCrAx@hDlDhDbClEbCh@LzBvAj@`@~Aj@|@LnAZ~NtD`DhAfG`DhGnCfOtEpElBfCrBxD~DnD`E~ApBz@zAh@`BZ|B@`C_@dDs@|BcBjCeIlMcIrM}@rCMpBLjElAvDxAbCtAvAtBtAtBp@|FnArFdAdIfD|EjB|F~AvChAfBdA~BpBhCbDvF`HlGlF|HnFbEdBvD|@nOdC|JrBjDfB|D|C~B|C^pAR~A@xAWfC{CpJqAfEMz@aAnOoDhX_J`X_EdMWnBE|@FvD~@zSXbHfBfTZtB`@pGrAhZb@tJl@vHtAzMjAzKz@pIRtCJrFYbJYdHDzFLtBnA~HvBzKb@dFDlDWlP^bHjBxKn@|HNnE\pHv@`EhAfDvDbHrAfCxC~H~FbRn@vDJvCWpOFrBd@hDxDhL|BnGtElOdAhEbB|Gv@|E`CtRdApIfFxb@fEn^nCnVR`Ch@dKp@xPrAvUpA`UvAtX`A|Qb@tNWvEIn@s@dC_AnByCrEiF`IYbAUvCHjET~JV|JJpAL`EXzK`@`Lp@vXn@xPXzAnAnCdEvDfBvAj@\Zd@fAjBl@~BN~Ck@dE{A`IkE~VmEfVaGpZsClO_A~GYfQUr`@k@hn@QzXUfTMhNChJ}@tpAY`[UtRk@zl@y@vdAYzZOlZm@``Aq@ls@NrAEdG?fCJv@x@dBpIvNpGrK|AxCTjBJvMFnGLjK\~Ad@p@nAx@rEbDtBvAlGxEv`@fYbLhIv@hAz@`CPzAYjIo@`Lg@nIk@dH_@fGMnHGhFNzDAnDk@rFcB|HaCnIoC|JuCbKyD`JmE`KsCxGqB`EyCbGcAvAiCxBmDxAeDj@gHRgBQcABu@ReCHoCBsBSyA_@yAy@kBmBgD{EaGeJk@i@y@a@mCaAmGuBaEwAiCi@cDYqCu@mAs@eAgA{AmC]mCw@_N@yCLa@nBmDtAgBz@kArA_Dp@_AJK|@AtCAbEC
21,7,5,Coahuila de Zaragoza-Saltillo+Chihuahua-Chihuahua,"(25.4303723, -101.0532635)","(28.6709132, -106.134658)",738793,i~ezCdiwgRsTs@qAmKp@sdAtXueA]ga@yDQab@kE}YxIou@pr@yW|a@yMnpApQldBj@ryDsm@vtDpOpkCfh@zqClv@~nDbEpfDyAtpBh\jpCyKtvAcVdiB}b@xoGaVrlDiv@|eFodAz~FkcCffNy`DjsQc~CnhO{}Dv_UcdAnrGm_B~|GmdFhsUuV|dBiY|aK{o@vlU_tAzkZib@nwLnH`_CiBzdDpj@dlRzpBjer@xrPnje@hcAtsClJrbAxHzgIp\r{Qcc@h^m_@z~AqTxm@_nAvYufCxh@yyApZcs@vXy^bbFjCv_AiVdlAyPfy@{eBpcA_x@tu@kZlnCuk@rtAka@zo@qP|bAkHru@ne@r}Azu@fhBzp@l}Al~@jlCnAv{@eMn|@|bAbfAbC~PuTzOekCfx@k`LxdD}sJrsCqoFnrAymGvkBc~@d]}[kCmqBsRqvCx{@uqCdc@ml@`JuaAaEszDthAmmFt}Aw_Iz_CcuDj}Bg{CpvBqcEtuCeiAfx@mt@h|@c_Ar|CivAdvE_bEv_EkiEzfCobSlsJqiS~vJgaMtbGisBneAma@`MyjAdvAo`DdoEe`GnkKm}FzvJifKdhOmmHliKeaC|aDegAtlEquBzrIkuA|iDs|@pxBsg@rT}Znd@c`AbpBq}ChaHg~DlxIkoAxqBqeQrbYoK|~AuuDreGe|Dp_GyfAlgAkb@pmAuK`Xm^|EymBnBc|PrQahSfTwjH|HcpBxJkfIrhH{oHjtGm{ElgEoxAjpAqfF`qEwjBvnBm`@vbAuj@vW}qCdkAaLj@{Lo_@kReS{h@pqAs|Bj_A_e@tt@yCvZmi@|p@a|@pc@}uE_q@ubFfIacD|f@ywBpl@qjAviA{yBxoB{fFr`CqiI|tDubC~gAi_@lh@cYl]yz@|WclClx@u_Blf@kkAt_@}^zk@yjAtbBieAnnCo{BhxCsiAnw@_lJxyDyw@lq@_tAbJc_Dp^m~Ep{@{sAhEu`@lCuMxP}c@hm@gYte@tCnx@asA~zBemD|nFwrFxkIyyDh|FohErvEghDfzGiBhtBq@hiBx@xxAsMl~@iFhzByOfs@cf@lsByiB``EezBvyFssAzlDskBjoAasBjn@s{Djn@g`@zKkP`}@sb@byBzb@|^xExs@qKpoBgMp_BgUjg@pItqAdbAtnAeAlKwJng@fWfoAxWjx@uVhk@ia@{Dqx@se@}k@zQaSzVee@{Bce@vl@in@dd@mc@zFco@bd@{h@nJye@wHeYpAiB|Jqd@vOl@hC
22,7,9,Coahuila de Zaragoza-Saltillo+Durango-Durango,"(25.4303723, -101.0532635)","(24.0226943, -104.6827442)",515093,i~ezCdiwgRsTs@qAmKAoUYsPuAsDjFcGgAwNzF_UbFmLtIgb@uDgMvC_SyDQab@kE}YxIsWdP{\ja@wTdTaBvLsJvl@eBvb@tMl`@zB~bAVv{AjGnp@wFjk@{U~sBwVv_AkAb}@|QlmAfh@zqClv@~nDbEpfD}Gfd@bElkAh\jpCjBfd@eOlq@cVdiB}b@xoGaVrlDkQr~A}c@hfCyj@r`DuXf}AkcCffNy`DjsQ__BnlIc~@~zDgxAdgIsdBpwJcdAnrGm_B~|G_zCviMmiAphGuQxh@_Db{@iY|aK{o@vlU_tAzkZs_@neIuA~pBnH`_CiBzdDvIp_E|Cb}CzZnmGn_@~vMzY`cKnu@hiWxrPnje@hcAtsClJrbAxHzgIp\r{QqGjOqZ|MmLnT_RjiAqTxm@_nAvYufCxh@yyApZih@lLyIhK}MldB{Ot|BjCv_AiVdlA{Ehj@}I|M{eBpcAa[bN}[pf@kZlnC_Ibe@ua@nn@ka@zo@qP|bAkHru@ne@r}Ad\jz@tXzl@zp@l}Axi@htArS`w@nAv{@eMn|@xl@fh@rXrd@|Qp`@t^~`@bcC`sAxw@`b@vr@xbAlBxc@`PliBp_@fhC|U`iBdp@hjBbU`W|aAx@xqBxBbaAjDrcCmAhg@f@xk@xf@db@n`@n]fJ|bCrM~oD}y@n]dAhgArZ|sA~a@tjBhw@~d@xNf[cBnjC{bAr`Bqm@`rBqaAzfB}u@dqBeq@x[vC~`@nO|jAzc@vbAlc@tpApr@`mAjjAr`@ba@vIdw@|JxsAfS|bBjq@pj@`}@ri@ty@d\t`@~a@|tAhbBjfAndBvNxA~i@gQ`z@}XbuCyv@ryCedAhjD_}@|zBnO`}BtYbtHnvAjyDvnB|{DlaBbvCvwAhcDj{Arw@|c@poBhb@h_Ehy@x~Cv~@nlBfo@xb@xe@toAl`B|xAnjBh{H||HxaEziE~_Er~DnaExyDv|@z_AtcBhgCfmApiBhxAntCrnBp_Ev`C``D|aGvrHpnBfyCxpAzgB|i@jl@p_D~fDx{@fw@|i@f`@b_Bne@nMj`@_AnnC~nC`lDj~BtuCpaEdlFh`BpuBf}ArwAxoC`kCbqAvnAri@jQntA~\ddCpmBxqEprDxz@hr@fk@|z@~w@zoAzJ|S|E~_@tL~z@zVzp@jy@ztBj\hkAbBfwAhVls@Cz_Al@iQnLkYn{AjKrXvCbPd@zUlBxPnc@zB|q@vB|OhGbF~I~i@ja@jVbVrRr[_BhK[vHsIz@u_@oLvByHuEeHl@
23,7,31,Coahuila de Zaragoza-Saltillo+Zacatecas-Zacatecas,"(25.4303723, -101.0532635)","(22.7636322, -102.606128)",371832,i~ezCdiwgRbJaD`A_EjEmN~IyWrG_PzAYpAt@lBzAr@jBzBzFfMbBxEnDnAtI~D|C|A|@O|Bl@rCzAzAhFrFfJvCnMfMvLhCnAzBmCtAgDhEuBpIeExFqCvCF~E{CxGuBrJkElAwE`As@nCoExBaBdJ_PtA~kAwCxoAxAvwApDdd@lAjp@`F~dBzUlb@`Cbu@^f`@lBbPfElp@xXzh@`Qp`Bvc@`y@|T|RhElMFrs@gGbeAfAvbFfAxgC`@dsAeAl_@hIfd@|EtuA|O|PjEfP`JbZhVx`A~[jj@`NnSpAb[q@xi@eAbSwAf`@fDpZjMrKvCrOIjMuEzS_Nlx@yg@hfBwhA`{@oi@lMkB~XO`[i@fLeFjUob@zH{h@|JoPrP{J|JeClMMx\`HdeCdk@vx@hRd}@bYv{@~KpPd@jNwCvdBhCjhD|Ghu@vAzn@iBfoAgDdmAaDnjBsGnz@uUvSeEzMhBfRtE|UtQ~pAj`Ah|FdiEphGvrExn@de@tLjKx^|k@nIjYfLfOhChLh@~HyAjKcElPjAxM~Xd]zQvTbHxg@bD|R~H|Ll}@~sAxnAblBl~Fb{I~{Aj}BfBbQ{AzL_BrVlKd\nGpRx@vYqGvoAb@dOlDbJtV|PlWnRtOdO|\r]`TrIvErH|Cvc@jN`]vGdFjHd@rImEpJcT`Xwn@n[_t@~KoLj`@yQf_@sHftAhI||Eb_@rxD`ZhiFz_@tp@tEhw@`AtqAnG~rBbQ~oDrZvqJhy@`yAva@jpCjz@txCb}@roAx_@vi@|Tn}Azo@d{Aln@naAvd@ngCraBpqCnjBxcHlpElqMboIdkC~cBzf@~]|b@xk@vaA`rBnd@p~@|d@js@`q@vfAfSbn@~@rd@E`a@pChMxYjSzkB|bA|yExiChiZpdPr_B~{@xOzIjX|YfdA|~Abl@d~@~pB|}CfzA~jB|vCnqD~}FtiH`wMbiP~uIvqKt~C`yDdbKnbMp{@rfA`nAty@~uBruAjcG`|Db_Ql`Lb|MxxId|Wv_QpsGxfE~s@he@lThXjR|UxQxK~iAjn@byAzw@z^|RjSfFdLnClK`Hdn@~k@xh@p^l_BldAfzDffCxnBroAhj@b^dGfG~FtPrSnP|Ib\vZxqAz@vEeBjAeC_DtWkJ~~Bkt@~iA_^p^mFhh@qCfZoA`JeCdMs@`WtGpOVvf@iNbVlApJhCzMrBrHyCnIwHrEqI`BqKfF{VtCuQlEuCbZwNjJaH`AgFz@{EvBe@dEiCe@aDyBeC
24,7,23,Coahuila de Zaragoza-Saltillo+San Luis Potosí-San Luis Potosí,"(25.4303723, -101.0532635)","(22.1127046, -101.0261095)",470792,i~ezCdiwgRdLaJjEmN~IyWrG_PlDZ|GbMfMbBhHdOlGxIrJbNvX~QvLhC}@pE}GzOoIpRqGlSwM~GoExBaBdJ_PtA~kAwCphDjGpuAnH~dBzUpxA`Djq@tHhzAzj@p`Bvc@`y@|Tja@pErs@gGbeAfA`IvCuAsDnRqn@v~@yg@bp@_b@fHqR{Dwh@gBi[zHu[~[sjAjMib@nRaT`Eu[eHmk@cSq~@yj@miCe^iaB_Jmc@_DwpA{BohACgz@oEut@hBs^hJe~@`Dw{@lAycCsCew@dKocAzFaaAhl@yiArx@eoAppEyaJpxBsnEpWye@vi@kfAdz@qqAji@cz@~OoLztB_TzSqa@fy@i}Bbd@_x@rvAgfBjyB_oCtrCynDjfGyhJneAs~A~{CimDdkJerKzhA_qAngAabAzuD_qCjjCinB`}EkpDp[_Rz{@_J`eEsa@nbFwf@pqFki@tqB{Vd|DkpArlG_rB|kAtQ`gChg@lvAnWj][`g@pEd{@`SxoAlb@l~@te@vpAvbAj}A`{AffCvbC|{B|xBlpCfkCn|Bd`Abf@nMxoA_PdcBkTdoAmFj`HcWxjJu]bdEuC`|GnAngF|@lpBXh^zFd{Bxn@nbGdcBf{K`~Ct^nLvh@ha@vpBv~Ab|AhmAfj@pX~bCzk@~|A|k@dlB`eAx{@|i@hRdYtJhKv[tJ|YvNbYblB|Uls@tXpk@p^xv@f\|U``DlrAf|Jb|DrwB~z@bZnGlPa@fpCiTj|AaMnvDaYlaAyBjQ|Bll@~l@|zBzwB`^fVj~CiXrsHyt@feEie@l|J{mB|ox@keOz{[qcGh{Dat@rcB_^lVeNhQjF`|AxbBbaA~XjcEzSddKlg@drLfl@`bDrQbuAj_@`jA`OjzD|ZzsAxj@``@|X~l@fVvbAhmAllC`tGjhDtiIbf@`aAlv@lVpqFpbBl`A`Cfb@tTld@`Z`i@xPdhC|zAzpAf~@v|Ans@|t@nL~a@dUvqApgAbTb\vOrzAnItt@xS`r@hx@fzAlWrLrn@rNhlA|l@x]`Rve@bOxr@|HtaAxKfq@pInDnUbD~h@`cAjiAnxCj{Cp{@dd@nv@to@bzCblCpoDpaDbfAr_A|MlQpTnk@bZbu@tRp`@hs@|b@`~@bf@rdBOnr@xAlp@oBzf@jBfNfQd]prAr@|QwJl]_Wrx@y`@fpA}N`lAw@zKfFnGfLpSv_@fs@`IfNzRnDpMzRtGvA\aFb@aFtM_JtJoIrF}FxJiI|BkM|EsFnF~A~CjAvFxCPiD
25,7,18,Coahuila de Zaragoza-Saltillo+Nuevo León-Monterrey,"(25.4303723, -101.0532635)","(25.6487281, -100.4431802)",87875,i~ezCdiwgRwDReAi@{AAuFd@]?[WQc@WEa@DSk@GQE}AJoEYg@wAoAEa@n@qECaE`@sALuBj@iIeAiFuAsDxGgDm@{AaBiEXmHlAcJlD{IbFmLdCiFnAyCJcBJeCXuA`AiDJyFt@sGD]uAs@{CaBmBiASMj@uA`ByDjCwGB_@KWYOkAj@kAHmOeCsQeA_H_@{C`@yBfAgHnGsFbFgE~BwI`EeC|AsBvB_FvGaN|Q_MxPaCdAiADk@^UHW^[nAW|HwDdV{DpUuBbNw@lG?xBfAjGrGjM|AtEbBjKdCdVB`WWdI_@lB{@jBwDrDkAl@_BRsBYeDeDcDsFkEcKgEiKqEyKyDkHuBgCgEoD{O_IkDkBmJsGcWgT_S}Pey@mr@cP_Q_KsLwOgSePaVwEqEsEqCiMsFoYwLyGoDsBgB{AwBiB}DuB{FoHgUuGiR_BeEiC_EyEyEyOoKwKcHkDcDoDmFuBwFcOwk@yCsGoDiEiC{B{F{CcJ_EeRmIyw@u\k\uMuKwC}~@sOqKmDyFgDsGiGoQkU}U_[uK}NeL}PwG_L_HyKyHsLkWgb@cHiJ{LgLsYeU}y@yo@w^kYaHoGkFgGeQsW{HqMuWca@qSs[iH_NyByGgAcGy@iO[ecAEaa@c@en@a@}d@JoDM}QCwGFeYe@{h@ZkIz@gHxKwd@lFkSpAwH|@eS~@iVr@oSGiFKqCcAcJqFgXmC_O}K{i@mFm[_CqPiFu_@}BsPmAqIgDmO{FmPsYsu@uDuKiEoOeCkLwDcRiT{dAeNig@}Lcc@sDqM}C}JeKw]ePyk@iC_J_CiLeGu^iB{MeFm\mDsQaDmKiF}LwIaOmWe`@gEyHsDuIsDqL{L}d@eKe`@yC_LqG{SoCoIyHcRsPeb@gLsX{EyLsFyLoE}I_O{[mYwl@wV}h@mD{K_GaU_Ocm@{Pkq@_BaMGoHfAsLzAyKpD{]tFk{@zBw_@b@wT@y^P_PC{Gn@iL|CcOxWydAxDaTtAoTzC}x@bBsQrO}s@dIe_@~EyQbMsb@zSur@vh@sfBvR_p@dHgWrDqRfJwg@tCcO`EeMtJyRpQ_^rMwTxFgJ|AgD\cEYuCcA}BgC{BgCo@kEO_OMeEeAuCo@wE{BuHgJmCoEeAqGb@aCf@m@dBk@dC^pDLxMgB~Ao@VSt@eAj@sDNwBj@YrA?bEr@`Ab@l@x@nApCDLXFRQ@Od@}@`@UlAv@LXXdB|AnARTLb@UZUjABh@z@bB^bBKdCNx@r@Vl@S^oAhAeEj@qDZmC
26,8,13,Colima-Colima+Jalisco-Guadalajara,"(19.2400444, -103.7636272)","(20.6737883, -103.3704326)",201871,yxltBliixRy@wDvEkAtDaB}M{_@v\xAl`@pBvV\nI_CbLyLfL{S`\al@vKySnD}Hi@{A{HqFu@_F~@_K`@sUFsGhB}F|GqL?eY]kJgBgEseAqv@{i@}ZsaAmi@gi@gZ}\ie@uP_UyHcF{LaEcWoK{H}EuPw[_J_SgEkFqm@g^sIiG{MySsTs_@yn@gq@wXkv@yKi[{Luf@yNex@eJkf@qJqVaTud@cYkp@cJuPgK}Eor@wK{HiEwEyHgo@{lA_MsUeHaImRwFej@mHir@mJae@wI}qAu`@e~@uk@ea@_ZsHyJsWod@c^_k@{QqPiKiM}LwOeLkIcNoI_WiVmLwP_Ewe@aKcf@mFaKgOaGoImCaEmDiD}JcAsVyAi_@cAwJmDsJ_N{PiPwPgLgBe^kDqHkAoGmFiIeSgVsM{\eLiXKsLUqJsC}a@qQ{UeR}RoP{VgSef@{Zw[uQ_GmJwDqBsF?wDbC}CzEkEnCuSyC{EiAmVA_JcCaFJyGaAeCqDyBsKyO_OwNuNsLyF_IuFiDwNKq[gCwGwHiD{j@^cJr@kGrDocArz@}XvU}NpJ{_@fKmgAdYeqBbh@gsCbt@ezBhk@_c@zK}OtJaUhSsRbNg}@ze@oKdAgYh@o[|CkPzCe|@t[{p@|Vwz@|X{mB|l@y~Ajf@w{Bzp@mZxAwKu@qS{Eez@oWsf@eQsj@kYoYgO}PcEkp@iFc`A{HiNkC}I}DkZiW}KwEcNnAg}@jXmb@nLiFhDmLdQyHdGaF|Aa[~EmIwA}JaHaHs@oLdDi[xOyQLuHfAkMtGaQpEaGhBwDlDgJtOaHbDaCNiXEa\KeH|@gKhIuPlQcOrOgEnBku@pE}fDtUc}G|c@gmAzHwn@}Ggq@{I_t@qJix@iK_kI{fAo}H{cAy~B_[{q@{IgTiBqEd@iQbHstAxn@s[tO{TxR}e@xa@}NtFsc@bMujAzXcgBp`@ws@dPyqB~d@scGnvAejFrnA_vAh\mW`FavBPwlAZuIQwHgBkGmFmP_T}CyK}Cw_@i@mi@_@sHoBaEuFqBgFl@}QbTsE~AkHHqOhBqGhA}IKsPqCmLqB}c@yHsQ_F}GiH}BkAmF?uZxE}IdA{GgB_EkHaLsu@aNk~@pCiTfAkJYqCaB}DoRaOmj@mNcWsOshAyu@q{A{cAidAsr@gJwD{KiAucB}OqQeBmNoEww@c`@}k@cYkJaD}S_Diu@iKkNmHegAgn@glDoqBwrBikAgfGwlDgxAez@yrAkv@}EcEOyIGog@DgWImJpMGdDEEwEAY
27,8,15,Colima-Colima+Michoacán de Ocampo-Morelia,"(19.2400444, -103.7636272)","(19.7036519, -101.2411434)",491573,yxltBliixRrIeJ}M{_@v\xAl`@pBfa@aBlv@wnA|Os`@oGep@nKc]eCyj@opBorAyiC_kBa|AkrAy~@sy@cn@w|@yn@gq@ms@kzBwtAenE{iAkd@{_A_}AeVu_@s}@ePkxAeUisDkhBuzBiwCqs@qr@aQ{lAuVcS_Wml@kXqhAynAec@q`@ya@ev@qL_rAaj@yj@wd@}bAqm@wL_NuWnN_r@eFa^kJi`AqjAkMsi@k~@fGkmB||AihBle@meGf}AezBhk@s}A~z@aoEzoAo{Ex~Aq{EfxAw{@wDyaBui@awAwo@oqBePst@sa@iyAbTew@~c@}k@bQkUyJ{q@jS}{@|PaXlXme@lDecAh]wkAtYaeMrz@goD}HiyLw~AmeOanB_`Dr}A{u@ni@ioB~f@{{Cvq@yqB~d@scGnvAejFrnAmnBjc@avBPqiBkIs[_lBmRyP}a@lWcbA{Ao_AcY{y@jBoQa_AvI_e@nHw[vg@cjC`\soA_CehAiJaq@rQov@vIogCkNoqAgQex@hRyeAvy@s]jj@ii@n_AymCj`@ghBcF_~@q@eoDfBqeIwHssAyj@cq@kj@gzAsXo}B}zAm_CcnAm^q~Boj@gjAm{@gq@}fAc`@es@ij@oRo`Caf@ssAsx@kjDstCcjAiu@alBkM{RwD~IuQp_BedBjeAs`Blk@g{ChyBc}D~}@}zBhq@{nBnbBezCtrBagAh_@k}AzoAyhC`gAwlCz^}iBCa_Efc@srC~}@}tDdqAapDplAigAf_AciBvw@ieBn\moCpZquBpiAyvAxmAgfBroA}qEtiA_oC`HwqKtxFuuHxxEe|Gdt@__AlBc|AzxCuoDrt@s}@rEedArOouAps@}q@tk@giAnHyjAll@ewGlQugO~u@cbF`vAcvDdxEmuHnyB}yC|mAylDrx@uqCvk@sd@|sAee@bcAwdC~tC{kDl}AqfBjo@skEo\qaCj`@iaBpEgzAtbAwyBziAqdEgI}gDdd@g{Cjh@{qBCymAxaAqwD|pAimDxfHwcJwWunBx\{eCfd@igA`Iym@k_@mzCnGaeDhL_xDj_@{uBnYelB}LcmCqn@udCqe@i~Dk{@io@m[wdC|YyzBbo@kdC|e@sqAbYmwAiWsoCkh@yjC_MicBoOqZhUzBbt@fMdn@ob@|`@o^hf@zYhfBn`@ph@to@~Vdd@rg@fRnzCLxuDet@v|@tJzqAxbAn`Bhr@b]d\jx@fJrL|i@a]rrDj\tb@zk@j]zt@fj@fJje@rYd@wJ|AmKqCrFqP
28,9,5,Durango-Durango+Chihuahua-Chihuahua,"(24.0226943, -104.6827442)","(28.6709132, -106.134658)",637967,g{rqCxz|}R|ShD|Ele@keBwc@cLizAyEkeAii@VceDyLgmArmByrBlcB{bBz}Ac}@dr@qoBeUgkBwAwjEwY_uFra@a|@ko@g`DvH{bHjOa`DxV{{CmaAgmBq\gpDxM{xGpIuqCmkA{~DmgCmoCa~AgyGyF{rCaUw{Aod@{vFqTosB~A_r@zVe`AkBueA|Q_jAen@wq@wnBqZaaCa~@w~@c`@kyAcbB_wC__CikEa_AulAi_Bwj@igEynA{aAahBkKsv@wc@jHkg@qJk|@sRce@bZ{h@aCey@n\isBdo@_y@fHsTbi@u_AwAu{@p_@me@~GmPje@{cAdh@{iA``AivAj[e`@kRyfAktB}e@pA`K}_@tFwXsSzEyTmInDqc@o_Cv}@w}CbnBu_Dp}AchHpnD}bFtxAsfCjxA_Sd|@]rf@oiAzEycFtwB_eCbpCefCny@sm@jHat@w_@qnBgg@shGwbC}s@pDqq@uZcjAzD{XiVkdA}Zw`AjQow@qPme@{BaWo_@weBhKe`@`J_}@o\ekAmGimAge@csAtp@sjA|B}oB}Xo~@za@gpIrrFi_XxhQcrb@`gY}es@b~e@kjG`hEguLjiMccDlwCsjA|~D{~BfzKot@dhDoo@hf@ob@d_Byg@do@{h@vjA{]xHyV~xAtJnqDeZ~|CucAfnDom@xk@uzA|wDwaCzHssCqy@atE`IifDzd@uz@}@wj@ly@}mDfgAkyCndBulCnf@{gHrpDigBxcAwkBwBk_DjVgvBhm@c`B|b@u}EjbCwyAlPoiBsb@wtDw_@unAcU}fBtk@muB|wCfYj\yNjb@atAkj@a}@hy@icCjqAmdAd\crChE_aBdR_hCwLarBalBu`B}dA_uAgj@sxBjVmlG|_AuzDniBoyBbeA_~Chd@gmE~jCcwJl`BkbEx~Bo}CfpCy_C~cAabCtk@{z@dq@kgA~iB{aB`lAedAtp@iy@p`Awo@nqBgs@z]s~ExwAwyAbw@irAngDa}DxyB}uBn}A}q@vCgXlh@m_Bjs@k_AfuAjFf_AmoCt`FccE|mD}zM|cJskEzmCwxDoo@qcFfaCwcClw@ucBbl@{s@fKaaEkeBq`DqhBsiAjVa|@tw@w}GrqH_oEtjD_lCnqAwxFfc@epB{PwjBb@wiAzTai@wPsvA__AmiR|vDuaJboAe|AwgAu{GseDubDclCaxAkc@s~AnImgBcj@eqEybAw}FmfEomC_yEctBqaAs~@ne@ilAvz@ueB`l@iSlVmr@|AeaAxMsYrQ
29,9,7,Durango-Durango+Coahuila de Zaragoza-Saltillo,"(24.0226943, -104.6827442)","(25.4303723, -101.0532635)",518270,g{rqCxz|}R|ShDrIiEz@lFqDhd@wx@Fsk@_d@qIg_@qAaz@yEkeAii@VqtAeJgo@{LmHzA}JvNcBoYaRwo@qGyc@bBsl@_[qpAqy@svBgSwe@gTyrAgDkXqO_[w_BufCszGarFi|BudBqsByh@ssB{nBuiE{}DiuBynCk`MeuOkD}hArAa|@Eq[kHiRor@kW{cAk]}cAy~@e}CebDwhA}lAsuAqrB}vByaDklG__IkiAmwAqs@awAijAaaCelAscC{rA}qBmsBwzCg~@y~@qkFibFcfJ}oJqzHcaIykBoaConAcxAg`D}cAgjD_{@igD{q@{uAs^maB_aA{mIsxD{~BiaAgrD{gBiuGimAocByXsaCmRoh@aCig@dJ{cCrr@}pEx}As`Cfm@a~@tZwU{FsNoVy`@qt@up@ir@k|@unAgTeS{iA}d@qoAw|@gSkSoHme@kRg}ByDqv@iJ_XuUqTwm@ik@qjAs_AmpCukA_pAaf@gWuAwY`IupB~r@_xB~bAahC~hA_nAva@qaA`a@}ZzLe]|@shDssAeiBog@sc@}Jc\hCymA~ZmiA`Y{gB}Gao@uDab@uUqh@gg@yR{P}RgC{hBpA{hAkAsdDyFe|@w@iWa_@ee@gqAis@_}Ea[e~CgKei@ch@_l@wy@sc@{yBwjAie@cf@aC_SaLiRicAm~@yGyQtIyg@tFw_@qK{fAuf@akAc~@y{Bsq@}tAoi@}lB_@of@|QskApVmj@|w@stAr]qbDv[eg@`PsIr|Ao|@z\iUfF}e@hW}oAaCu_Ap]qcFzGyLnZwIh`Bo\jcCug@hyAa\lVqm@lPy`A|L}]lW}J~RqR{KaiBsQg{KsIopIyAunBiQes@ouE}qMcfFypNqbAusCJqFpUhIlF{{Abf@q}Erz@wmDtqByiF~Tcm@vAyb@t[_w@lBeZbRs`BiBsi@}qA}eDe{DkzJsf@ouAaa@_lCyq@ahDyfC}`IqPuaAa^a}G_M__E|H}wBxd@szJ~k@y_Mpt@gdTnKarAuBsr@fJoaDxTmeHpKwuDvRqpAp~@sgFzrC{uLbxByhJf_AqcGjeB_yJhxA_fIleB}wHvsB_nLxiDcuRhuAw{H`rAeqHzYicDjg@esH~OsmBx\qeBt@{\k^euCiGyuAvFw_@tAmoAcGy{Ayq@y|Cug@uoCcQaiA}AosAd\mrAxWodCeIaoAz@yrBkT}_ArUcsA~p@cz@~m@{Zjd@xEw@nPrH`MYzF_BlJoQrf@mC|WdO|SpYtDlD|@iMjg@uI`C
